camera_distance,rms_visible_pixel_displacement,3212,1.904033e-1,1.904033e-1,1220,0.007100,0.014061,0.752866,false,false,false,0.007770,0.006550,1.186260,0.015518,0.012380,0.379826,1220,32,32,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.195632,0.387433,0.100621,0,7040.0,0.504944,0.529074,0.500714,sphere,38.0,0.000000,0,-9.655511,0.200163,0|0|28|4,true,false,3212.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.328897,1442,0.087911,7,4.356231e-1,2.375010e-3,686
camera_distance,rms_visible_pixel_displacement,6812,6.387061e-2,1.904033e-1,2414,0.007100,0.014061,0.752866,false,false,false,0.007770,0.006550,1.186260,0.015518,0.012380,0.354375,2414,32,32,true,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.195632,0.387433,0.100621,0,15296.0,0.504944,0.529074,0.500714,sphere,38.0,0.000000,0,-9.655511,0.200163,0|0|9|23,true,false,3212.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.328897,1442,0.087911,7,2.985029e-1,7.953696e-4,686
goal_oriented,rms_visible_pixel_displacement,428,9.982247e-1,1.522916e-1,174,0.007100,0.014061,0.719141,false,false,false,0.007770,0.006550,1.186260,0.015518,0.012380,0.406542,174,32,21,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.195632,0.387433,0.100621,0,1196.0,0.504944,0.529074,0.500714,sphere,38.0,0.000000,0,-9.655511,0.200163,11|17|4|0,true,false,3212.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.328897,1442,0.087911,7,1.818116e0,1.239200e-2,686
goal_oriented,rms_visible_pixel_displacement,1316,3.999628e-1,1.522916e-1,323,0.007100,0.014061,0.719141,false,false,false,0.007770,0.006550,1.186260,0.015518,0.012380,0.245441,323,32,21,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.195632,0.387433,0.100621,0,3068.0,0.504944,0.529074,0.500714,sphere,38.0,0.000000,0,-9.655511,0.200163,11|2|19|0,true,false,3212.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.328897,1442,0.087911,7,1.666353e0,5.024154e-3,686
goal_oriented,rms_visible_pixel_displacement,2660,1.904033e-1,1.522916e-1,672,0.007100,0.014061,0.752866,false,false,false,0.007770,0.006550,1.186260,0.015518,0.012380,0.252632,672,32,21,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.195632,0.387433,0.100621,0,7004.0,0.504944,0.529074,0.500714,sphere,38.0,0.000000,0,-9.655511,0.200163,11|0|10|11,true,false,3212.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.328897,1442,0.087911,7,4.356231e-1,2.375010e-3,686
goal_oriented,rms_visible_pixel_displacement,7160,5.892872e-2,1.522916e-1,2641,0.007100,0.014061,0.752866,false,false,false,0.007770,0.006550,1.186260,0.015518,0.012380,0.368855,2641,32,21,false,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.195632,0.387433,0.100621,0,14684.0,0.504944,0.529074,0.500714,sphere,38.0,0.000000,0,-9.655511,0.200163,11|0|0|21,true,false,3212.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.328897,1442,0.087911,7,1.083570e-1,7.316168e-4,686
camera_distance,rms_visible_pixel_displacement,628,2.289670e1,4.645188e0,479,0.009001,0.025240,0.718402,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.609873,383,32,30,true,0.0600,0,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,1223.0,0.356622,0.370822,0.352532,torus,38.0,0.488854,307,0.244932,-0.010015,2|30|0|0,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,9.132003e1,2.066258e-2,285
camera_distance,rms_visible_pixel_displacement,1368,1.498996e1,4.645188e0,1152,0.009001,0.025240,0.718402,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.630117,862,32,32,true,0.1500,1,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,3068.0,0.356622,0.370822,0.352532,torus,38.0,0.627193,858,0.244932,-0.010015,0|14|17|1,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,3.522907e1,1.787241e-2,285
camera_distance,rms_visible_pixel_displacement,2920,4.645188e0,4.645188e0,2444,0.009001,0.025240,0.727185,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.636986,1860,32,32,true,0.3500,2,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,7136.0,0.356622,0.370822,0.352532,torus,38.0,0.591438,1727,0.244932,-0.010015,0|0|24|8,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,2.307830e1,4.380676e-3,285
camera_distance,rms_visible_pixel_displacement,6272,2.848168e0,4.645188e0,5192,0.009001,0.025240,0.741549,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.653540,4099,32,32,true,0.7500,3,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,15320.0,0.356622,0.370822,0.352532,torus,38.0,0.619101,3883,0.244932,-0.010015,0|0|8|24,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,9.539153e0,3.339457e-3,285
goal_oriented,rms_visible_pixel_displacement,564,1.873736e1,3.507432e0,393,0.009001,0.025240,0.718402,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.482270,272,32,8,true,0.0600,0,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,1122.5,0.356622,0.370822,0.352532,torus,38.0,0.374113,211,0.244932,-0.010015,24|6|2|0,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,6.068718e1,1.997180e-2,285
goal_oriented,rms_visible_pixel_displacement,1402,5.139514e0,3.507432e0,923,0.009001,0.025240,0.727185,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.529244,742,32,8,true,0.1500,1,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,3018.5,0.356622,0.370822,0.352532,torus,38.0,0.286020,401,0.244932,-0.010015,24|0|7|1,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,2.382445e1,5.384235e-3,285
goal_oriented,rms_visible_pixel_displacement,3154,3.369417e0,3.507432e0,1807,0.009001,0.025240,0.741549,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.374445,1181,32,8,true,0.3500,2,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,6858.5,0.356622,0.370822,0.352532,torus,38.0,0.292644,923,0.244932,-0.010015,24|0|3|5,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,2.382445e1,4.253318e-3,285
goal_oriented,rms_visible_pixel_displacement,4468,2.632973e0,3.507432e0,2631,0.009001,0.025240,0.741549,true,true,false,0.011640,0.008930,1.303471,0.033018,0.024082,0.448747,2005,32,8,false,0.7500,3,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.271273,0.760674,0.138911,0,9738.5,0.356622,0.370822,0.352532,torus,38.0,0.269248,1203,0.244932,-0.010015,24|0|0|8,true,false,2920.0,0.474702,8.747515,2.008345,0.332862,1920x1080,625.188963,1344,0.123361,7,2.382445e1,3.372660e-3,285
camera_distance,rms_visible_pixel_displacement,628,2.109577e0,3.643267e-1,315,0.009470,0.017129,0.718402,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.501592,315,32,30,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,1223.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,2|30|0|0,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,5.188303e0,2.633670e-2,657
camera_distance,rms_visible_pixel_displacement,1368,1.273926e0,3.643267e-1,653,0.009470,0.017129,0.718402,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.477339,653,32,32,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,3068.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,0|14|17|1,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,4.370291e0,1.637929e-2,657
camera_distance,rms_visible_pixel_displacement,2920,3.643267e-1,3.643267e-1,1195,0.009470,0.017129,0.727185,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.409247,1195,32,32,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,7136.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,0|0|24|8,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,1.093974e0,4.602464e-3,657
camera_distance,rms_visible_pixel_displacement,6272,1.950974e-1,3.643267e-1,2896,0.009470,0.017129,0.741549,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.461735,2896,32,32,true,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,15320.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,0|0|8|24,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,8.297798e-1,2.523042e-3,657
goal_oriented,rms_visible_pixel_displacement,600,2.086151e0,3.679752e-1,286,0.009470,0.017129,0.718402,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.476667,286,32,24,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,1202.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,8|20|4|0,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,4.479491e0,2.600422e-2,657
goal_oriented,rms_visible_pixel_displacement,1356,9.941617e-1,3.679752e-1,432,0.009470,0.017129,0.718402,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.318584,432,32,24,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,3056.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,8|9|13|2,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,4.447041e0,1.255611e-2,657
goal_oriented,rms_visible_pixel_displacement,2960,3.615450e-1,3.679752e-1,982,0.009470,0.017129,0.741549,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.331757,982,32,24,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,7010.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,8|0|16|8,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,1.093974e0,4.534220e-3,657
goal_oriented,rms_visible_pixel_displacement,6312,1.607649e-1,3.679752e-1,2349,0.009470,0.017129,0.741549,true,true,false,0.011181,0.009440,1.184428,0.020373,0.016813,0.372148,2349,32,24,true,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.271742,0.491526,0.138911,0,15002.0,0.552854,0.561484,0.548824,torus,38.0,0.000000,0,0.244932,-0.010015,8|0|4|20,true,false,2920.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.234561,1344,0.123361,7,1.084786e0,2.005348e-3,657
camera_distance,rms_visible_pixel_displacement,584,0.000000e0,1.000000e-4,580,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.856164,500,64,55,true,0.0600,0,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,1505.0,0.119761,0.120001,0.119301,box_exact,38.0,0.722603,422,0.000000,0.046472,9|55|0|0,true,false,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
camera_distance,rms_visible_pixel_displacement,1640,0.000000e0,1.000000e-4,1623,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.743902,1220,64,64,true,0.1500,1,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,3758.0,0.119761,0.120001,0.119301,box_exact,38.0,0.885366,1452,0.000000,0.046472,0|32|32|0,true,false,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
camera_distance,rms_visible_pixel_displacement,3800,0.000000e0,1.000000e-4,3740,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.800526,3042,64,64,true,0.3500,2,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,8768.0,0.119761,0.120001,0.119301,box_exact,38.0,0.797632,3031,0.000000,0.046472,0|0|53|11,true,false,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
camera_distance,rms_visible_pixel_displacement,9320,0.000000e0,1.000000e-4,9256,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.806867,7520,64,64,true,0.7500,3,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,18800.0,0.119761,0.120001,0.119301,box_exact,38.0,0.861373,8028,0.000000,0.046472,0|0|25|39,true,false,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
goal_oriented,rms_visible_pixel_displacement,428,0.000000e0,1.000000e-4,412,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.714953,306,64,2,true,0.0600,0,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,1173.5,0.119761,0.120001,0.119301,box_exact,38.0,0.892523,382,0.000000,0.046472,62|0|1|1,true,true,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
goal_oriented,rms_visible_pixel_displacement,1532,0.000000e0,1.000000e-4,1473,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.699739,1072,64,2,false,0.1500,1,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,2061.5,0.119761,0.120001,0.119301,box_exact,38.0,0.941906,1443,0.000000,0.046472,62|0|0|2,true,true,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
goal_oriented,rms_visible_pixel_displacement,1532,0.000000e0,1.000000e-4,1473,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.699739,1072,64,2,false,0.3500,2,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,2061.5,0.119761,0.120001,0.119301,box_exact,38.0,0.941906,1443,0.000000,0.046472,62|0|0|2,true,true,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
goal_oriented,rms_visible_pixel_displacement,1532,0.000000e0,1.000000e-4,1473,0.017680,0.147627,0.707107,false,false,false,0.017831,0.017650,1.010255,0.149462,0.147082,0.699739,1072,64,2,false,0.7500,3,0.20,1,1,true,false,near,0.3000x0.6200x1.3000,0.363833,3.037992,0.149891,0,2061.5,0.119761,0.120001,0.119301,box_exact,38.0,0.941906,1443,0.000000,0.046472,62|0|0|2,true,true,3800.0,0.732120,8.747515,2.008345,0.332862,1920x1080,615.986568,1538,0.196262,7,0.000000e0,0.000000e0,8
camera_distance,rms_visible_pixel_displacement,584,6.319639e0,2.252530e0,292,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.500000,292,64,59,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,1502.0,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,5|59|0|0,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,2.448333e1,7.902267e-2,769
camera_distance,rms_visible_pixel_displacement,1640,4.438832e0,2.252530e0,628,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.382927,628,64,64,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,3758.0,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,0|32|32|0,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,2.234747e1,5.713599e-2,769
camera_distance,rms_visible_pixel_displacement,3800,2.252530e0,2.252530e0,1348,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.354737,1348,64,64,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,8768.0,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,0|0|53|11,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,1.170799e1,2.862720e-2,769
camera_distance,rms_visible_pixel_displacement,8216,1.629317e0,2.252530e0,3172,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.386076,3172,64,64,true,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,18800.0,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,0|0|22|42,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,1.072742e1,2.088069e-2,769
goal_oriented,rms_visible_pixel_displacement,524,6.319639e0,2.147850e0,232,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.442748,232,64,35,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,1482.5,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,29|19|15|1,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,2.448333e1,7.902267e-2,769
goal_oriented,rms_visible_pixel_displacement,1844,3.114482e0,2.147850e0,680,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.368764,680,64,35,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,3744.5,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,29|2|32|1,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,1.645013e1,3.942553e-2,769
goal_oriented,rms_visible_pixel_displacement,3476,2.252530e0,2.147850e0,1024,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.294591,1024,64,35,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,8604.5,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,29|0|12|23,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,1.170799e1,2.862720e-2,769
