L^inf,M_Linf,4372,2.041021e3,false,false,violation_outside_l1,false,true,false,1.200000e10,1.430658e4,3759,0.859790,4372,false,true,0.014000,5.138122,0.125000000,4.372000e3,1.124e-13,4372,false,2.347345e-2,M_Linf,true,6.326219e2,4.000000,2.797228e3,6.993071e2,csg_difference,4,csg_difference|33|L^inf,96,96,1.213111e1,inf,1.278040e2,0,inf,0.000000e0,true,33,6.856245e-1,13.131110,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,17440,1.067887e1,true,false,theory_holds,true,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,3.314e-11,17440,true,3.558550e-4,M_L1,true,5.270642e2,4.000000,2.143690e2,5.359225e1,csg_difference,4,csg_difference|65|L^1,96,96,0.000000e0,1,1.035818e3,0,1,0.000000e0,true,65,1.266495e0,81.077743,21,0.000426,none,0,72,72,M_L1
L^1,M_L2,17440,2.420361e1,true,false,theory_holds,true,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.013e-12,17440,true,4.008315e-4,M_L1,true,5.270642e2,4.000000,3.576594e2,8.941485e1,csg_difference,4,csg_difference|65|L^1,96,96,0.000000e0,2,8.881666e2,0,1,0.000000e0,true,65,1.266495e0,81.077743,21,0.000315,none,0,72,72,M_L1
L^1,M_L3,17440,4.370068e1,true,false,theory_holds,true,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.179e-12,17440,true,4.771233e-4,M_L1,true,5.270642e2,4.000000,4.834324e2,1.208581e2,csg_difference,4,csg_difference|65|L^1,96,96,0.000000e0,3,7.882534e2,0,1,0.000000e0,true,65,1.266495e0,81.077743,21,0.000237,none,0,72,72,M_L1
L^1,M_Linf,17440,8.658191e2,true,false,theory_holds,true,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,4.929e-14,17440,true,6.374410e-3,M_L1,true,5.270642e2,4.000000,1.457671e3,3.644178e2,csg_difference,4,csg_difference|65|L^1,96,96,0.000000e0,inf,4.706318e2,0,1,0.000000e0,true,65,1.266495e0,81.077743,21,0.000070,none,0,72,72,M_L1
L^2,M_L1,17440,2.547616e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,3.314e-11,17440,false,1.438464e-3,M_L2,true,5.270642e2,4.000000,2.143690e2,5.359225e1,csg_difference,4,csg_difference|65|L^2,96,96,8.044576e-1,1,1.035818e3,0,2,0.000000e0,true,65,8.044576e-1,36.703629,21,0.000557,hessian_floor,0,72,72,M_L1
L^2,M_L2,17440,4.597064e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.013e-12,17440,false,1.328728e-3,M_L2,true,5.270642e2,4.000000,3.576594e2,8.941485e1,csg_difference,4,csg_difference|65|L^2,96,96,8.044576e-1,2,8.881666e2,0,2,0.000000e0,true,65,8.044576e-1,36.703629,21,0.000481,hessian_floor,0,72,72,M_L1
L^2,M_L3,17440,6.716622e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.179e-12,17440,false,1.363999e-3,M_L2,true,5.270642e2,4.000000,4.834324e2,1.208581e2,csg_difference,4,csg_difference|65|L^2,96,96,8.044576e-1,3,7.882534e2,0,2,0.000000e0,true,65,8.044576e-1,36.703629,21,0.000413,hessian_floor,0,72,72,M_L1
L^2,M_Linf,17440,9.350674e2,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,4.929e-14,17440,false,6.374410e-3,M_L2,true,5.270642e2,4.000000,1.457671e3,3.644178e2,csg_difference,4,csg_difference|65|L^2,96,96,8.044576e-1,inf,4.706318e2,0,2,0.000000e0,true,65,8.044576e-1,36.703629,21,0.000074,hessian_floor,0,72,72,M_L1
L^3,M_L1,17440,3.484506e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,3.314e-11,17440,false,2.553308e-3,M_L3,true,5.270642e2,4.000000,2.143690e2,5.359225e1,csg_difference,4,csg_difference|65|L^3,96,96,1.498788e0,1,1.035818e3,0,3,0.000000e0,true,65,7.756224e-1,27.751375,21,0.000678,hessian_floor,0,72,72,M_L1
L^3,M_L2,17440,6.187167e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.013e-12,17440,false,2.214446e-3,M_L3,true,5.270642e2,4.000000,3.576594e2,8.941485e1,csg_difference,4,csg_difference|65|L^3,96,96,1.498788e0,2,8.881666e2,0,3,0.000000e0,true,65,7.756224e-1,27.751375,21,0.000571,hessian_floor,0,72,72,M_L1
L^3,M_L3,17440,8.707040e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.179e-12,17440,false,2.168914e-3,M_L3,true,5.270642e2,4.000000,4.834324e2,1.208581e2,csg_difference,4,csg_difference|65|L^3,96,96,1.498788e0,3,7.882534e2,0,3,0.000000e0,true,65,7.756224e-1,27.751375,21,0.000509,hessian_floor,0,72,72,M_L1
L^3,M_Linf,17440,9.669983e2,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,4.929e-14,17440,false,6.374410e-3,M_L3,true,5.270642e2,4.000000,1.457671e3,3.644178e2,csg_difference,4,csg_difference|65|L^3,96,96,1.498788e0,inf,4.706318e2,0,3,0.000000e0,true,65,7.756224e-1,27.751375,21,0.000076,hessian_floor,0,72,72,M_L1
L^inf,M_L1,17440,7.938837e1,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,3.314e-11,17440,false,1.540842e-2,M_Linf,true,5.270642e2,4.000000,2.143690e2,5.359225e1,csg_difference,4,csg_difference|65|L^inf,96,96,1.238925e1,1,1.035818e3,0,inf,0.000000e0,true,65,6.768485e-1,13.389247,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,17440,1.331223e2,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.013e-12,17440,false,1.114657e-2,M_Linf,true,5.270642e2,4.000000,3.576594e2,8.941485e1,csg_difference,4,csg_difference|65|L^inf,96,96,1.238925e1,2,8.881666e2,0,inf,0.000000e0,true,65,6.768485e-1,13.389247,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,17440,1.802871e2,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,1.179e-12,17440,false,9.632618e-3,M_Linf,true,5.270642e2,4.000000,4.834324e2,1.208581e2,csg_difference,4,csg_difference|65|L^inf,96,96,1.238925e1,3,7.882534e2,0,inf,0.000000e0,true,65,6.768485e-1,13.389247,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,17440,1.062951e3,false,false,violation_outside_l1,false,true,false,2.400000e10,4.421206e4,15585,0.893635,17440,false,true,0.014000,5.138122,0.062500000,1.744000e4,4.929e-14,17440,false,6.374410e-3,M_Linf,true,5.270642e2,4.000000,1.457671e3,3.644178e2,csg_difference,4,csg_difference|65|L^inf,96,96,1.238925e1,inf,4.706318e2,0,inf,0.000000e0,true,65,6.768485e-1,13.389247,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,279,9.353284e1,true,false,theory_holds,true,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.467e-12,279,true,6.391061e-3,M_L1,true,3.393121e2,4.000000,7.087843e2,1.771961e2,thin_plate,4,thin_plate|17|L^1,96,96,0.000000e0,1,6.181463e1,0,1,1.513653e-7,true,17,1.080008e0,22.776825,21,0.010157,none,0,72,72,M_L1
L^1,M_L2,279,1.945491e2,true,false,theory_holds,true,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,8.349e-14,279,true,7.246505e-3,M_L1,true,3.393121e2,4.000000,1.195551e3,2.988878e2,thin_plate,4,thin_plate|17|L^1,96,96,0.000000e0,2,5.858766e1,0,1,2.893850e-7,true,17,1.080008e0,22.776825,21,0.008246,none,0,72,72,M_L1
L^1,M_L3,279,3.051223e2,true,false,theory_holds,true,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.220e-14,279,true,8.842833e-3,M_L1,true,3.393121e2,4.000000,1.621312e3,4.053281e2,thin_plate,4,thin_plate|17|L^1,96,96,0.000000e0,3,5.527836e1,0,1,4.212155e-7,true,17,1.080008e0,22.776825,21,0.007133,none,0,72,72,M_L1
L^1,M_Linf,279,2.130381e3,true,false,theory_holds,true,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,6.661e-16,279,true,7.267210e-2,M_L1,true,3.393121e2,4.000000,4.921792e3,1.230448e3,thin_plate,4,thin_plate|17|L^1,96,96,0.000000e0,inf,4.128132e1,0,1,1.641809e-6,true,17,1.080008e0,22.776825,21,0.006044,none,0,72,72,M_L1
L^2,M_L1,279,1.252202e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.467e-12,279,false,2.067766e-2,M_L2,true,3.393121e2,4.000000,7.087843e2,1.771961e2,thin_plate,4,thin_plate|17|L^2,96,96,9.169646e-1,1,6.181463e1,0,2,1.513653e-7,true,17,9.169646e-1,18.852260,21,0.016058,hessian_floor,0,72,72,M_L1
L^2,M_L2,279,2.400427e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,8.349e-14,279,false,1.934418e-2,M_L2,true,3.393121e2,4.000000,1.195551e3,2.988878e2,thin_plate,4,thin_plate|17|L^2,96,96,9.169646e-1,2,5.858766e1,0,2,2.893850e-7,true,17,9.169646e-1,18.852260,21,0.012461,hessian_floor,0,72,72,M_L1
L^2,M_L3,279,3.573832e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.220e-14,279,false,1.976333e-2,M_L2,true,3.393121e2,4.000000,1.621312e3,4.053281e2,thin_plate,4,thin_plate|17|L^2,96,96,9.169646e-1,3,5.527836e1,0,2,4.212155e-7,true,17,9.169646e-1,18.852260,21,0.010348,hessian_floor,0,72,72,M_L1
L^2,M_Linf,279,2.360684e3,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,6.661e-16,279,false,7.267210e-2,M_L2,true,3.393121e2,4.000000,4.921792e3,1.230448e3,thin_plate,4,thin_plate|17|L^2,96,96,9.169646e-1,inf,4.128132e1,0,2,1.641809e-6,true,17,9.169646e-1,18.852260,21,0.008300,hessian_floor,0,72,72,M_L1
L^3,M_L1,279,1.449043e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.467e-12,279,false,3.381850e-2,M_L3,true,3.393121e2,4.000000,7.087843e2,1.771961e2,thin_plate,4,thin_plate|17|L^3,96,96,1.683943e0,1,6.181463e1,0,3,1.513653e-7,true,17,8.486614e-1,17.309388,21,0.021933,hessian_floor,0,72,72,M_L1
L^3,M_L2,279,2.678789e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,8.349e-14,279,false,2.972851e-2,M_L3,true,3.393121e2,4.000000,1.195551e3,2.988878e2,thin_plate,4,thin_plate|17|L^3,96,96,1.683943e0,2,5.858766e1,0,3,2.893850e-7,true,17,8.486614e-1,17.309388,21,0.016718,hessian_floor,0,72,72,M_L1
L^3,M_L3,279,3.889149e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.220e-14,279,false,2.919769e-2,M_L3,true,3.393121e2,4.000000,1.621312e3,4.053281e2,thin_plate,4,thin_plate|17|L^3,96,96,1.683943e0,3,5.527836e1,0,3,4.212155e-7,true,17,8.486614e-1,17.309388,21,0.013643,hessian_floor,0,72,72,M_L1
L^3,M_Linf,279,2.508204e3,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,6.661e-16,279,false,7.267210e-2,M_L3,true,3.393121e2,4.000000,4.921792e3,1.230448e3,thin_plate,4,thin_plate|17|L^3,96,96,1.683943e0,inf,4.128132e1,0,3,1.641809e-6,true,17,8.486614e-1,17.309388,21,0.010530,hessian_floor,0,72,72,M_L1
L^inf,M_L1,279,2.650441e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.467e-12,279,false,1.261229e-1,M_Linf,true,3.393121e2,4.000000,7.087843e2,1.771961e2,thin_plate,4,thin_plate|17|L^inf,96,96,1.255359e1,1,6.181463e1,0,inf,1.513653e-7,true,17,6.887063e-1,13.553593,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,279,4.475817e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,8.349e-14,279,false,1.012920e-1,M_Linf,true,3.393121e2,4.000000,1.195551e3,2.988878e2,thin_plate,4,thin_plate|17|L^inf,96,96,1.255359e1,2,5.858766e1,0,inf,2.893850e-7,true,17,6.887063e-1,13.553593,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,279,6.072422e2,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,2.220e-14,279,false,9.225515e-2,M_Linf,true,3.393121e2,4.000000,1.621312e3,4.053281e2,thin_plate,4,thin_plate|17|L^inf,96,96,1.255359e1,3,5.527836e1,0,inf,4.212155e-7,true,17,6.887063e-1,13.553593,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,279,3.592300e3,false,false,violation_outside_l1,false,true,false,8.000000e9,1.155400e4,247,0.885305,279,false,true,0.014000,5.138122,0.250000000,2.790000e2,6.661e-16,279,false,7.267210e-2,M_Linf,true,3.393121e2,4.000000,4.921792e3,1.230448e3,thin_plate,4,thin_plate|17|L^inf,96,96,1.255359e1,inf,4.128132e1,0,inf,1.641809e-6,true,17,6.887063e-1,13.553593,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,935,3.010431e1,true,false,theory_holds,true,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,8.913e-12,935,true,4.791791e-4,M_L1,true,3.629508e2,4.000000,3.165125e2,7.912812e1,thin_plate,4,thin_plate|33|L^1,96,96,0.000000e0,1,4.002740e2,0,1,7.748413e-9,true,33,1.287439e0,41.419888,21,0.004195,none,0,72,72,M_L1
L^1,M_L2,935,6.886178e1,true,false,theory_holds,true,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,3.459e-13,935,true,5.867093e-4,M_L1,true,3.629508e2,4.000000,5.381690e2,1.345422e2,thin_plate,4,thin_plate|33|L^1,96,96,0.000000e0,2,3.470602e2,0,1,2.392463e-8,true,33,1.287439e0,41.419888,21,0.003125,none,0,72,72,M_L1
L^1,M_L3,935,1.167614e2,true,false,theory_holds,true,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.659e-14,935,true,8.042860e-4,M_L1,true,3.629508e2,4.000000,7.366075e2,1.841519e2,thin_plate,4,thin_plate|33|L^1,96,96,0.000000e0,3,3.086696e2,0,1,4.638113e-8,true,33,1.287439e0,41.419888,21,0.002524,none,0,72,72,M_L1
L^1,M_Linf,935,1.246917e3,true,false,theory_holds,true,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.104e-15,935,true,1.609639e-2,M_L1,true,3.629508e2,4.000000,2.316347e3,5.790867e2,thin_plate,4,thin_plate|33|L^1,96,96,0.000000e0,inf,1.863772e2,0,1,5.066663e-7,true,33,1.287439e0,41.419888,21,0.001450,none,0,72,72,M_L1
L^2,M_L1,935,4.559742e1,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,8.913e-12,935,false,2.649246e-3,M_L2,true,3.629508e2,4.000000,3.165125e2,7.912812e1,thin_plate,4,thin_plate|33|L^2,96,96,9.801018e-1,1,4.002740e2,0,2,7.748413e-9,true,33,9.801018e-1,28.863838,21,0.007171,hessian_floor,0,72,72,M_L1
L^2,M_L2,935,9.028753e1,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,3.459e-13,935,false,2.432472e-3,M_L2,true,3.629508e2,4.000000,5.381690e2,1.345422e2,thin_plate,4,thin_plate|33|L^2,96,96,9.801018e-1,2,3.470602e2,0,2,2.392463e-8,true,33,9.801018e-1,28.863838,21,0.005311,hessian_floor,0,72,72,M_L1
L^2,M_L3,935,1.396513e2,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.659e-14,935,false,2.500593e-3,M_L2,true,3.629508e2,4.000000,7.366075e2,1.841519e2,thin_plate,4,thin_plate|33|L^2,96,96,9.801018e-1,3,3.086696e2,0,2,4.638113e-8,true,33,9.801018e-1,28.863838,21,0.004165,hessian_floor,0,72,72,M_L1
L^2,M_Linf,935,1.316117e3,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.104e-15,935,false,1.609639e-2,M_L2,true,3.629508e2,4.000000,2.316347e3,5.790867e2,thin_plate,4,thin_plate|33|L^2,96,96,9.801018e-1,inf,1.863772e2,0,2,5.066663e-7,true,33,9.801018e-1,28.863838,21,0.001764,hessian_floor,0,72,72,M_L1
L^3,M_L1,935,5.642863e1,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,8.913e-12,935,false,5.244419e-3,M_L3,true,3.629508e2,4.000000,3.165125e2,7.912812e1,thin_plate,4,thin_plate|33|L^3,96,96,1.773358e0,1,4.002740e2,0,3,7.748413e-9,true,33,8.699178e-1,24.204010,21,0.009797,hessian_floor,0,72,72,M_L1
L^3,M_L2,935,1.055169e2,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,3.459e-13,935,false,4.512463e-3,M_L3,true,3.629508e2,4.000000,5.381690e2,1.345422e2,thin_plate,4,thin_plate|33|L^3,96,96,1.773358e0,2,3.470602e2,0,3,2.392463e-8,true,33,8.699178e-1,24.204010,21,0.007414,hessian_floor,0,72,72,M_L1
L^3,M_L3,935,1.564968e2,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.659e-14,935,false,4.425583e-3,M_L3,true,3.629508e2,4.000000,7.366075e2,1.841519e2,thin_plate,4,thin_plate|33|L^3,96,96,1.773358e0,3,3.086696e2,0,3,4.638113e-8,true,33,8.699178e-1,24.204010,21,0.005841,hessian_floor,0,72,72,M_L1
L^3,M_Linf,935,1.365799e3,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.104e-15,935,false,1.609639e-2,M_L3,true,3.629508e2,4.000000,2.316347e3,5.790867e2,thin_plate,4,thin_plate|33|L^3,96,96,1.773358e0,inf,1.863772e2,0,3,5.066663e-7,true,33,8.699178e-1,24.204010,21,0.002027,hessian_floor,0,72,72,M_L1
L^inf,M_L1,935,1.180672e2,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,8.913e-12,935,false,2.917971e-2,M_Linf,true,3.629508e2,4.000000,3.165125e2,7.912812e1,thin_plate,4,thin_plate|33|L^inf,96,96,1.331526e1,1,4.002740e2,0,inf,7.748413e-9,true,33,7.040161e-1,14.315261,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,935,2.011884e2,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,3.459e-13,935,false,2.282294e-2,M_Linf,true,3.629508e2,4.000000,5.381690e2,1.345422e2,thin_plate,4,thin_plate|33|L^inf,96,96,1.331526e1,2,3.470602e2,0,inf,2.392463e-8,true,33,7.040161e-1,14.315261,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,935,2.756028e2,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.659e-14,935,false,2.068147e-2,M_Linf,true,3.629508e2,4.000000,7.366075e2,1.841519e2,thin_plate,4,thin_plate|33|L^inf,96,96,1.331526e1,3,3.086696e2,0,inf,4.638113e-8,true,33,7.040161e-1,14.315261,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,935,1.690162e3,false,false,violation_outside_l1,false,true,false,1.600000e10,2.593998e3,903,0.965775,935,false,true,0.014000,5.138122,0.125000000,9.350000e2,9.104e-15,935,false,1.609639e-2,M_Linf,true,3.629508e2,4.000000,2.316347e3,5.790867e2,thin_plate,4,thin_plate|33|L^inf,96,96,1.331526e1,inf,1.863772e2,0,inf,5.066663e-7,true,33,7.040161e-1,14.315261,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,3399,1.013014e1,true,false,theory_holds,true,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,3.884e-12,3399,true,3.664040e-5,M_L1,true,3.334984e2,4.000000,1.401009e2,3.502521e1,thin_plate,4,thin_plate|65|L^1,96,96,0.000000e0,1,2.571630e3,0,1,2.831506e-9,true,65,1.388100e0,63.865053,21,0.001509,none,0,72,72,M_L1
L^1,M_L2,3399,2.419179e1,true,false,theory_holds,true,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,2.276e-13,3399,true,5.151398e-5,M_L1,true,3.334984e2,4.000000,2.369429e2,5.923573e1,thin_plate,4,thin_plate|65|L^1,96,96,0.000000e0,2,2.110320e3,0,1,9.395077e-9,true,65,1.388100e0,63.865053,21,0.001074,none,0,72,72,M_L1
L^1,M_L3,3399,4.380605e1,true,false,theory_holds,true,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,2.558e-13,3399,true,8.287338e-5,M_L1,true,3.334984e2,4.000000,3.276221e2,8.190552e1,thin_plate,4,thin_plate|65|L^1,96,96,0.000000e0,3,1.773161e3,0,1,1.897018e-8,true,65,1.388100e0,63.865053,21,0.000821,none,0,72,72,M_L1
L^1,M_Linf,3399,6.469622e2,true,false,theory_holds,true,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,5.995e-15,3399,true,3.463881e-3,M_L1,true,3.334984e2,4.000000,1.074536e3,2.686339e2,thin_plate,4,thin_plate|65|L^1,96,96,0.000000e0,inf,8.660807e2,0,1,2.351902e-7,true,65,1.388100e0,63.865053,21,0.000356,none,0,72,72,M_L1
L^2,M_L1,3399,1.800155e1,false,false,violation_outside_l1,false,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,3.884e-12,3399,false,3.350369e-4,M_L2,true,3.334984e2,4.000000,1.401009e2,3.502521e1,thin_plate,4,thin_plate|65|L^2,96,96,9.502576e-1,1,2.571630e3,0,2,2.831506e-9,true,65,9.502576e-1,37.046939,21,0.002453,hessian_floor,0,72,72,M_L1
L^2,M_L2,3399,3.510765e1,false,false,violation_outside_l1,false,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,2.276e-13,3399,false,2.922077e-4,M_L2,true,3.334984e2,4.000000,2.369429e2,5.923573e1,thin_plate,4,thin_plate|65|L^2,96,96,9.502576e-1,2,2.110320e3,0,2,9.395077e-9,true,65,9.502576e-1,37.046939,21,0.001861,hessian_floor,0,72,72,M_L1
L^2,M_L3,3399,5.530866e1,false,false,violation_outside_l1,false,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,2.558e-13,3399,false,3.058221e-4,M_L2,true,3.334984e2,4.000000,3.276221e2,8.190552e1,thin_plate,4,thin_plate|65|L^2,96,96,9.502576e-1,3,1.773161e3,0,2,1.897018e-8,true,65,9.502576e-1,37.046939,21,0.001438,hessian_floor,0,72,72,M_L1
L^2,M_Linf,3399,6.669022e2,false,false,violation_outside_l1,false,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,5.995e-15,3399,false,3.463881e-3,M_L2,true,3.334984e2,4.000000,1.074536e3,2.686339e2,thin_plate,4,thin_plate|65|L^2,96,96,9.502576e-1,inf,8.660807e2,0,2,2.351902e-7,true,65,9.502576e-1,37.046939,21,0.000406,hessian_floor,0,72,72,M_L1
L^3,M_L1,3399,2.346371e1,false,false,violation_outside_l1,false,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,3.884e-12,3399,false,8.057195e-4,M_L3,true,3.334984e2,4.000000,1.401009e2,3.502521e1,thin_plate,4,thin_plate|65|L^3,96,96,1.753047e0,1,2.571630e3,0,3,2.831506e-9,true,65,8.450137e-1,29.066377,21,0.003198,hessian_floor,0,72,72,M_L1
L^3,M_L2,3399,4.329087e1,false,false,violation_outside_l1,false,true,false,3.200000e10,5.139922e2,3367,0.990585,3399,false,true,0.014000,5.138122,0.062500000,3.399000e3,2.276e-13,3399,false,6.581069e-4,M_L3,true,3.334984e2,4.000000,2.369429e2,5.923573e1,thin_plate,4,thin_plate|65|L^3,96,96,1.753047e0,2,2.110320e3,0,3,9.395077e-9,true,65,8.450137e-1,29.066377,21,0.002496,hessian_floor,0,72,72,M_L1
